PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp
164.0,47.52,85.91,1099.19,1681.37,153.27,13.67,109.02,72.11,52.08,0.5153,0.10697,0.44861,0.60469,0.39531,0.55139,0.15978,0.28883,297.43,35.19,49.61,55.03,219.22
