PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,7day,28day,56day
460,200,0,1500,1600,244,0,30,46,0,26.05453196,35.99830804,44.27689513
461,0,197,1130,1900,263,2,0,39.5,0,31.07468332,43.61625176,
461,0,197,1240,1800,250,5.3,0,79,0,34.77257293,45.505416,
461,0,197,1284,1850,292,0,0,0,0,30.73440664,46.55720488,
462,0,198,1240,1750,258,14,0,79.2,0,25.56577008,37.74042548,
462,0,198,1278,1775,263,3.3,0,23.1,0,32.8535314,43.68979587,
462,0,198,1302,1750,258,4.2,0,29.7,0,33.49776054,44.19110237,
462,0,198,1302,1775,263,3.3,0,19.7,0,32.14838549,43.02789891,
462,0,198,1302,1775,272,3.3,0,19.7,0,29.41764267,38.21995293,
462,198,0,990,2118,242,8,0,26.4,0,29.35914167,43.5059356,46.10087255
462,198,0,1050,1900,277,11,0,80,0,26.92156511,41.56429389,
462,198,0,1050,1900,289,0,52.8,0,132,24.60772676,38.83012301,50.5903015
462,198,0,1050,1900,289,5,0,52.8,0,27.26590298,44.78699903,
462,198,0,1265,1800,261,10,0,19.7,0,26.06985364,35.56834315,
464,113,0,1334,1710,258,7,0,5.6,0,23.11583203,32.30424885,
464,116,0,1316,1710,258,7.3,0,11.2,0,20.14131765,32.1468185,
464,116,0,1316,1710,258,8,0,0,0,20.32720401,29.30117479,30.31625972
464,116,0,1394,1630,258,7,0,23.2,0,22.37924183,30.91725297,
465,0,155,1335,1900,225,2.5,0,87,0,32.68460978,42.65270905,
465,198,0,1559,1273,232,2,21,25,384,38.92313411,49.59535499,57.56325817
468,0,312,1006,1803,262,9.8,23,55,384,38.39320588,46.14715905,
470,0,82,1460,1725,262,5.5,22,0,0,25.46396116,35.27623156,36.3970933
470,155,0,1200,1780,240,7,12,44,384,39.472501,55.38024449,
470,190,0,1000,2050,235,25,0,62,384,23.17544297,33.0458952,
473,187,0,1150,1775,242,5,109,20,0,39.49548353,53.13561707,57.7091412
473,187,0,1150,1850,233,5,109,20,0,36.91893261,49.60917715,54.55685693
473,187,0,1150,1850,234,5,20,109,0,36.48583954,49.74676367,55.4579232
473,207,0,1100,1850,233,5,109,20,0,32.75011,46.39128819,54.96305679
473,207,0,1100,1850,234,5,0,20,0,27.25021298,36.57356782,42.01342285
473,207,0,1100,1850,234,5,20,109,0,28.44143639,39.62672726,45.85297383
474,245,0,1410,1720,251,2.1,0,25.6,0,26.0966666,48.5218735,
475,50,150,1550,1465,302,0,0,23,0,35.65570073,53.54458208,57.84061609
475,125,0,1140,1900,279,7.5,0,0,0,26.6137736,33.267217,
476,204,0,1180,1750,233,8.8,13.6,27.2,384,24.03972987,41.35542712,
476,204,0,1180,1750,242,9,0,38,0,30.4748392,40.35732853,
476,204,0,1180,1750,254,8,0,34,0,26.29201813,36.05193396,
476,204,0,1180,1750,254,8.8,0,27.2,0,26.70046482,37.25454974,
476,204,0,1180,1750,254,28,0,34,0,27.49266868,38.65185384,37.3695992
476,204,0,1180,1750,283,13.6,0,34,0,28.72245425,40.11210001,47.12990588
476,206,0,1156,1750,262,4.8,0,27.2,0,31.1815521,39.55293987,
476,206,0,1156,1750,263,6.8,0,13.6,0,28.15360333,37.51515524,
480,0,275,970,1950,240,7,0,90,0,46.58559507,62.48950813,
480,0,320,1260,1450,275,10,0,32,0,37.25468653,53.87105813,
480,85,0,1345,1800,220,7.9,17,0,0,18.788221,30.35992653,
480,85,0,1475,775,260,5.6,21.4,0,0,20.167173,28.56728893,
480,144,0,1615,1318,238,0,30,22,0,46.80163088,63.31359611,68.29524963
482,142,0,1180,1960,242,2.2,0,22.5,0,36.025121,48.10244227,
482,145,0,1612,1316,264,1,21,20,0,34.88993828,49.73197551,54.73315849
482,145,0,1612,1316,267,0.5,0,30,0,31.9572126,46.28682213,52.14736813
482,145,0,1670,1500,267,0,12.5,23,0,36.18599873,51.61015142,53.98341719
482,206,0,1013,1870,250,2,0,5,512,28.4064112,40.18584348,
482,206,0,1020,1870,250,12.4,0,20.6,0,30.99508018,39.65964449,
482,206,0,1020,1870,262,4.1,0,41.3,0,33.63582148,42.13303164,
482,206,0,1105,1770,255,8.9,0,34.4,512,43.58987181,51.42765196,
482,206,0,1105,1870,255,1.5,5,0,0,34.40960741,43.09881644,49.67987978
482,206,0,1143,1870,234,9,0,55,384,37.6453896,41.22439684,
482,206,0,1143,1870,255,9,0,55,384,39.41044816,44.93217858,62.0183662
483,207,0,980,2000,224,5.5,21,78,512,37.4730206,48.0220034,
483,207,0,980,2000,248,14,0,54,512,32.49730213,53.53186764,62.3113935
483,207,0,980,2000,254,6.6,0,78,0,38.5417084,42.34009436,
484,0,121,985,2042,266,0,0,0,0,26.68365293,37.21369067,43.13055422
485,0,121,978,1944,279,0,0,0,0,24.74874102,36.35169538,
485,0,160,1185,1800,267,12,20,0,0,29.25963775,42.04510833,
485,0,160,1280,1800,259,11,38,0,0,23.54295357,38.20682006,
485,0,160,1310,1750,265,11,0,60,0,24.38159505,34.80527885,
485,0,160,1310,1750,267,11,0,60,0,26.3379832,35.6459092,
488,122,0,1289,1710,258,7.3,0,64,0,26.93552907,32.78841422,
488,122,0,1289,1710,258,7.5,0,10,0,27.62500507,36.03661227,
488,122,0,1289,1710,258,7.9,0,12.2,0,27.02290689,35.8630505,
488,122,0,1290,1710,258,7.5,0,10,0,25.55849228,34.44164462,
489,0,122,1365,1485,308,4.9,0,24.4,0,32.2674768,41.77841518,
489,89,0,1339,1750,268,5.9,29.5,0,0,20.93708787,28.77413173,
489,122,0,1020,2186,235,0,0,24.4,0,27.3894341,32.34504285,
489,122,0,1195,1900,269,3.1,0,24.4,0,26.82923485,35.19200417,
489,122,0,1200,1800,267,4.4,12.2,0,0,20.9083597,29.69056025,
489,122,0,1200,1800,267,5.2,12.2,0,0,21.89740114,30.72282815,
489,122,0,1330,1450,308,3.1,0,24.4,0,31.52797999,38.82561028,
489,122,0,1330,1485,308,7.9,0,24.4,0,32.27012863,39.58109347,
489,122,0,1420,1850,257,0,18.3,0,0,26.55631727,38.77061443,43.23999486
490,0,200,1130,1800,298,6,0,75,0,29.1716538,42.83082369,46.46110635
490,0,210,1188,1880,235,20,0,84,0,37.8867062,46.7809466,
490,0,210,1255,1550,308,3.5,0,28,0,28.85770458,46.15116913,
490,0,210,1260,1610,307,5.6,0,84,0,34.3876155,48.4012152,
490,0,210,1290,1750,260,7,0,100,0,34.20662805,46.96523887,
490,0,210,1305,1700,267,6,0,91,0,31.66821698,43.96707654,44.56083388
490,122,0,1215,1750,275,4.6,18.4,0,0,25.7864024,33.07186547,
490,160,0,1125,1500,235,10,0,48,0,31.9572126,45.48013521,
490,160,0,1125,1825,235,10,0,48,0,38.74270818,50.99659986,57.65226917
490,160,0,1150,1820,235,13,0,57,0,38.35325163,50.48257088,60.07021346
490,210,0,1039,1950,259,9,0,84,512,31.0608938,42.4372478,
490,210,0,1041,1950,259,9,0,56,384,24.4074504,42.0925098,
490,210,0,1100,1900,245,7,0,84,384,27.6135138,40.63665471,47.2980536
490,210,0,1110,1875,259,7,0,112,384,24.44373861,38.68127169,45.13681152
490,210,0,1220,1750,259,7,20,150,384,32.060634,41.12341298,
490,210,0,1299,1800,240,8,0,64,256,27.36702613,41.19274362,
493,0,212,1239,1700,282,7,0,84,0,33.29594517,43.8506736,
493,212,0,1100,1870,234,13,21,95,384,19.3225649,34.07825851,39.42741988
493,226,0,1158,1800,258,14.6,10.6,0,448,31.92912284,40.20494955,
494,160,0,1370,1625,158,3.1,0,39,0,35.60962099,51.63297725,59.60396899
494,164,0,1250,1775,289,3.1,34,0,0,25.4933751,35.87778655,
494,165,0,1440,1590,288,0,0,37,0,30.26190158,43.1784345,49.03671707
494,165,0,1440,1800,240,11,0,37,0,32.73095789,44.86190507,
494,212,0,1075,1950,240,6.6,22.5,0,384,21.25556011,34.40079666,46.53963
495,0,160,1350,1600,262,6.6,0,79,0,33.2327432,40.4032936,
495,155,0,1440,924,271,2,26,16.3,0,26.30733982,32.69648409,37.60599097
495,165,0,1310,1650,275,4.3,53,39,0,30.99004923,41.80011533,50.69895387
496,124,0,1590,1405,278,6.2,0,24.8,0,26.92896263,39.04732413,
500,0,150,944,2175,257,16,39,0,0,31.18305256,42.79125393,45.14688848
500,150,0,1330,1975,153,0,0,35,0,31.70026788,49.25193962,53.03283407
500,150,0,1370,1650,260,13,127,211,0,43.16749282,52.75973169,54.28187092
500,150,0,1510,1500,260,0.3,16.3,19.5,0,39.45853587,44.11975229,52.07820727
500,160,0,1550,1360,258,2,0,30,0,34.14383649,50.13409821,55.90271408
500,170,0,1440,1840,230,3,0,30,0,33.32467333,44.18879044,
500,215,0,1335,1450,285,7.2,0,71.5,0,35.13126461,44.58611467,
500,215,0,1365,1450,242,1.8,71.5,0,0,34.25710754,42.27062443,49.2285864
504,126,0,1482,1450,275,9,20,70.5,0,29.21079987,41.86651489,
504,126,0,1507,775,300,0,0,0,0,20.00246484,23.8903434,37.99587323
507,273,0,1220,1650,288,7.8,0,60.2,0,33.62344627,49.55800271,58.10660384
508,127,0,1152,1800,255,6.5,19,0,0,24.8556098,38.54601763,
509,153,0,1559,1273,250,2,21,20,384,43.92794246,58.04503976,64.42451541
510,0,125,951,2200,254,5,50.8,0,0,37.59712628,47.80940312,
510,90,0,1286,1750,268,10.8,0,18,0,22.48945353,27.45953083,28.86606187
510,140,0,1250,1550,316,4.5,25,20,0,32.83685676,43.67174935,52.73616062
515,207,0,980,1990,234,10,0,80,512,28.3719374,45.38938223,58.0711161
517,0,0,1356,1800,233,1,2.3,0,0,20.6153324,25.14289147,
517,0,90,1410,1725,265,3.1,0,73,0,28.11014545,35.3494932,
517,0,90,1410,1725,265,3.1,24.2,0,0,27.14777276,35.90656476,
517,0,90,1425,1700,267,3.1,0,73,0,27.38273086,39.5759224,
519,92,0,1260,1850,261,6.1,0,61,0,25.80019192,36.38752682,
519,125,0,1160,1870,247,10,20,0,0,23.23081156,34.04975064,31.37288169
519,125,0,1160,1870,267,10,20,0,0,24.13104713,31.57213292,37.01193353
519,155,0,1578,1346,258,1,30,22,0,46.66373568,54.9512372,62.1907352
519,156,0,1578,1328,242,0,30,22,0,43.86887745,59.72201038,64.66527436
519,156,0,1578,1328,258,1,30,22,0,44.4022544,56.31639968,58.43998576
525,0,175,1185,1850,267,7.7,0,84,0,32.88130196,43.29507086,
525,100,0,1000,2250,200,12,0,106,0,32.1812923,44.4022544,
525,150,0,1450,1665,257,0,0,60,134,39.53102629,50.66758954,59.4376128
525,175,0,1100,1785,240,17,14,64,0,46.43728591,60.34214013,66.74255835
525,175,0,1540,1550,270,14,0,84,0,43.56503354,56.25795838,
525,225,0,1103,1650,279,9,0,37.5,0,31.25911815,44.03453387,
525,225,0,1191,947,242,9.5,0,34,25,38.17189855,50.09502791,53.95985428
525,225,0,1290,1700,258,3,24,30,75,47.50434394,66.40862153,68.15250214
525,225,0,1313,1500,221,6.8,13.6,20.4,0,27.7858828,46.15447444,
525,225,0,1400,1460,276,0,38,22,0,31.19077994,42.21756182,50.4528167
525,250,0,990,1850,258,7,0,37,0,26.32773423,35.89627212,42.03956789
526,0,226,1205,1550,200,1.3,0,6,0,56.4680844,70.55637733,
526,132,0,1513,780,285,6.6,0,72.3,0,26.5792998,33.89923667,
526,226,0,1135,1770,259,7.5,60,0,384,23.786922,49.66985104,
527,225,0,1160,1800,253,0,80,48,0,31.7503698,42.4717216,
527,225,0,1160,1800,253,0,90,48,0,32.05657826,44.63578659,
528,0,132,1205,1750,258,8.3,0,6.6,0,25.10841767,36.67859103,43.39102293
528,0,132,1230,1775,264,10,30,0,0,26.90103953,38.03791392,39.43701326
528,0,132,1239,1700,263,6.6,19.8,66,106,29.93642112,43.16150178,
528,0,132,1265,1800,258,6.3,0,19.7,128,30.29516987,40.03173171,
528,0,132,1265,1800,272,6.3,0,19.7,0,29.30726603,38.63424334,
528,132,0,1194,1750,262,8.3,0,13.2,0,26.20870645,34.16640862,
528,132,0,1200,1750,250,8,0,13.2,0,27.1653544,35.59994413,
528,132,0,1205,1750,258,8.3,0,6.6,0,23.10729566,35.56317208,
528,132,264,1200,1750,242,10,0,26.4,0,26.8206164,34.9564332,
529,0,176,1445,756,263,8,0,42,0,19.1501959,27.07342427,
529,176,0,1200,1775,296,4.3,0,37,0,23.7179744,35.3011712,
530,92,0,1260,1700,267,6.2,18,0,0,23.08178383,34.79752633,37.74593819
530,92,0,1260,1750,266,3.2,18,0,0,24.5970563,31.95031784,
530,95,0,985,2200,225,4.7,0,62.5,0,37.9901276,45.53263216,
532,93,0,1245,1780,250,6.3,14.4,0,0,26.39543953,31.79633487,
536,179,0,1290,1450,285,7.2,43,129,0,38.9209202,51.55456469,
542,118,0,1250,1750,262,5,45,0,0,29.25811685,38.12419238,45.2891098
544,60,180,1467,1271,229,4,40,0,0,40.97785693,59.5017788,62.78828107
545,0,180,1100,1800,291,12,24,0,0,29.3372038,40.7825054,
545,0,180,1100,1800,292,12,24,0,0,32.5087934,39.78138625,
548,164,0,1480,1650,258,0,29.2,58.4,0,51.96208242,55.91267318,68.51291672
548,164,0,1578,1328,242,2,22,25,384,47.98695021,60.7281659,65.81929417
549,0,250,1010,1850,288,8.5,64,0,0,32.45906311,42.78985732,45.11366827
550,0,0,1190,2283,220,2,0,30,0,37.1627564,43.5976092,39.3690796
550,0,0,1528,1678,200,0,25,0,0,44.0747533,53.0207044,
550,0,130,900,2175,257,6.6,40,0,0,24.79815347,33.8877454,
550,110,0,1370,770,325,4,0,35,0,23.6662637,39.56101481,42.52774153
550,130,0,1080,2010,245,6,30.2,0,0,25.8208762,30.12435557,30.1301012
550,150,0,840,2175,275,9.5,0,49,0,21.40439938,30.41508461,
550,150,200,798,1046,292,5.6,0,38,0,29.72298204,37.31214287,37.92250592
552,0,0,1320,1750,265,5,0,55.2,0,22.36200493,30.90001607,
558,100,0,945,2050,263,0,0,0,0,24.4419242,33.65217444,
559,99,0,1145,1850,258,12,19.7,0,0,25.0452157,36.72399895,37.4902575
560,0,0,1383,1722,212,5,0,5.6,0,24.8900836,32.10659907,
560,98,0,1140,1750,277,4.6,0,0,0,27.52675474,33.48784932,
560,100,0,1013,1994,279,8,0,0,0,23.60995649,29.65206451,32.29160846
560,100,0,1100,1890,279,15,23,0,0,28.58337671,34.83692403,
560,100,0,1140,1850,292,6.6,0,0,0,27.4756186,37.576442,
560,100,0,1170,1900,250,8,0,66,0,33.58834567,43.5527364,
560,100,0,1175,1750,284,4.6,0,0,0,25.4761382,36.41060076,
560,100,0,1200,1800,268,7,20,0,0,21.93036423,31.29849784,30.9919462
560,100,0,1220,1800,234,6.6,0,79.2,448,31.34151053,41.67089523,
560,140,0,1075,1845,268,0,21,0,0,30.77361213,41.35706873,
560,140,0,1140,1670,308,4,27,22,0,53.94000573,64.21319813,66.78724187
560,140,0,1220,1580,312,4,27,22,0,53.3137317,67.2583838,69.47619827
560,240,0,1040,1675,300,0,32,0,0,33.10633927,41.81288898,
561,98,0,1125,1875,272,12,23,0,0,28.02227457,35.75982263,36.6456494
561,99,0,1125,1875,277,6.6,23,0,0,25.24453446,33.19238363,36.47818061
561,99,0,1137,1900,264,8.7,0,79,0,24.12304155,32.24137521,34.65168481
561,99,0,1200,1800,268,7,20,0,0,22.99345004,32.9616169,34.9936649
563,187,0,1609,1000,356,11,0,60,0,34.65557095,53.18924298,55.37105148
564,0,0,1215,1975,250,2.8,0,0,0,25.4416644,34.17502707,
564,0,0,1259,1875,265,2.5,0,0,0,26.717195,33.53151613,
564,0,0,1283,1804,265,5.6,0,5.6,0,24.6832408,32.6122148,
564,0,0,1380,1650,267,3.5,22.6,0,0,30.9229986,39.2311844,
564,0,0,1392,1710,225,2,0,10,0,30.3714178,37.53047693,
564,0,0,1401,1906,214,0,0,52,0,38.41243165,49.87209733,
564,0,141,875,2050,267,12,0,24,125,30.90630603,37.55345947,
564,0,141,956,1750,317,15.5,0,0,0,24.5798194,32.75011,
564,0,150,1400,1710,243,2.5,22.6,0,0,32.7156362,38.56469093,
564,0,280,1380,1300,267,2.2,0,22.5,0,32.3364244,40.0585556,
564,85,0,1376,1725,260,3.2,39,39,0,29.20980063,37.57794086,
564,94,0,1160,1700,275,11,13.2,0,0,26.7861426,36.90994853,
564,94,0,1245,1800,267,5.9,0,19.7,0,27.1136437,34.22099213,
564,141,0,1060,1825,279,8.3,0,10.6,0,28.27426163,36.10555987,
564,141,0,1190,1970,235,0,0,50,0,40.30861928,51.53900696,58.86056612
564,141,0,1553,1500,292,0,0,35.3,0,26.20613272,34.15204453,44.77805473
564,188,0,1126,1695,267,3.6,0,41.4,0,44.49612282,56.03141627,64.49409576
565,0,187,1380,1600,270,7.6,0,90,0,28.79437404,40.67175189,
570,180,0,1390,1400,233,11,0,60,0,40.851453,56.9162438,
570,180,0,1390,1400,233,11,0,60,384,37.96427225,53.52361631,57.4333508
570,190,0,1020,1750,289,0,30.4,0,0,29.7853632,36.98655698,
570,190,0,1020,1750,289,4,0,38,0,30.681682,38.49574333,
570,190,0,1055,1775,267,3,0,60.8,152,30.36911955,43.64612905,
570,190,0,1100,1750,283,4,0,30.4,0,33.44451083,42.67199796,
572,0,0,1600,1500,256,0,0,0,0,42.76666411,45.52744093,
572,0,0,1700,1492,229,0,0,0,0,45.95932103,48.82524294,54.80185073
575,100,0,1110,1875,278,12,24,0,0,25.96494395,32.3494555,35.51051613
575,100,0,1150,1850,252,20,21,0,0,23.3387626,31.5090532,
575,150,0,1150,1675,310,13,0,65,0,26.39113031,34.00122166,
580,145,0,1080,1750,284,4,0,36.3,0,27.57904,36.72608827,42.21264577
581,0,101,1330,1550,303,6.2,20.5,0,0,31.4056318,41.88853982,
581,0,101,1330,1550,303,6.4,20.5,0,0,31.37598433,39.07260492,
585,0,103,1155,1750,284,4.4,21,0,0,30.66914607,39.55408899,
585,0,103,1155,1750,290,4.4,0,55,0,31.91286482,40.27366072,
585,0,103,1165,1750,284,4.4,20.6,0,0,28.99591318,40.96521654,
585,175,0,1538,1328,258,1.5,36,26,0,49.51333456,63.67757283,68.78075887
590,140,0,1202,1600,280,5.5,44,44,0,28.52632007,36.80966112,38.955394
596,112,0,1197,1685,201,2.1,0,31.6,0,36.0595948,45.2985732,49.297534
599,106,0,1150,1800,269,4.9,0,78,0,33.53151613,42.6785644,
600,0,0,1550,1550,395,0,0,0,0,8.794102219,13.25800839,
600,0,100,980,2050,265,7,0,85,224,31.7503698,36.93216498,
600,0,100,1410,1420,292,10,0,84,0,28.05018193,40.77101413,
600,105,0,1300,800,283,4,0,56.2,0,32.2674768,42.80496833,
600,150,0,1130,1860,247,13,0,52.5,150,43.3397854,54.70417497,62.75561304
600,150,0,1233,825,271,5,0,75,0,38.1624966,48.83788333,51.87157773
600,150,0,1402,1500,333,0,0,40,0,32.01157542,37.51611285,51.61155656
600,150,0,1800,950,292,7.5,0,30,0,29.60150293,39.2311844,
600,200,0,1210,1700,275,0,0,44,0,42.1959312,52.3312284,
600,200,0,1286,1710,271,0,0,44,0,47.2980536,62.742316,73.31428133
600,200,0,1370,1416,258,2.4,24,44,0,51.08182924,66.91134755,75.06933028
600,200,0,1417,1416,259,2.1,21.4,30.3,0,55.75284776,68.36920624,79.6999434
600,224,0,1252,1642,317,6.7,0,53,0,34.58192237,46.16472743,51.54929994
602,0,150,1040,1800,250,4.5,0,0,0,29.52927211,41.70837317,
608,165,0,1100,1700,300,3.2,46,38,0,39.0243416,54.54904287,
611,0,0,1210,1780,275,7.3,48.4,24.4,0,33.0259004,42.24189627,
611,0,108,1300,1725,270,4.2,29,0,0,37.8522324,51.5210941,
611,94,0,1250,1800,267,7.7,0,21,0,27.8548304,35.04836333,
615,0,205,1080,1750,258,8.3,0,98.4,0,41.55471852,49.68751886,51.75734102
625,225,0,1170,1700,275,0,0,48.9,0,53.65772756,65.32210537,74.27337964
628,210,0,1316,1385,276,6,29.8,68,0,52.96468448,56.10036387,73.48952315
639,113,0,1120,1825,286,7.5,0,0,0,31.94160363,41.82123398,
640,115,0,1340,1450,302,8,0,128,0,31.21063937,41.7406791,
640,115,0,1340,1450,302,10,0,128,0,27.77406321,36.4118842,
646,106,0,1350,1750,279,0,0,90,0,35.13193618,40.49170222,
646,106,0,1350,1750,279,0,48,90,0,34.56459238,44.39993683,
648,0,162,1045,1800,289,4.2,0,24.3,0,43.2301452,50.50794742,
648,0,162,1045,1800,290,0,0,0,0,38.6796036,46.24085707,
650,0,0,1169,1900,260,4.8,0,0,208,28.39656154,36.51158462,
650,0,0,1190,1875,276,0,0,0,0,43.00999672,46.07002024,
650,0,0,1226,1755,300,13,0,29.3,0,40.4722412,51.0556978,
650,0,0,1364,1700,250,6.5,0,39,78,41.46623577,47.89057204,51.82561267
650,50,0,1310,1550,280,7,0,70,0,25.57726135,31.01722699,
650,50,0,1360,1550,280,7,21,0,0,23.83173794,29.5612835,
650,150,0,1040,1800,300,15,24,0,0,25.95187664,33.7498502,36.0595948
650,150,0,1180,800,325,4,0,30,0,36.95821185,48.3495045,53.66421533
658,0,0,1059,1900,270,3.9,0,0,0,28.8373337,35.5597247,
658,0,0,1080,1900,290,2,0,39.5,0,30.62709848,42.03888389,
658,0,0,1123,1835,290,5.7,0,21,0,29.9577322,41.40139219,
658,0,0,1125,1850,267,4,0,76,33,36.68603299,40.99624296,
658,0,0,1125,1850,296,4,25,0,33,43.4714618,50.8143812,
658,0,0,1125,1875,258,9,0,0,0,27.25728453,34.1635358,
658,0,0,1150,1825,240,0,0,0,0,42.61737341,47.55824007,
658,0,0,1175,1800,275,5,0,0,0,29.1648348,36.1630162,
658,0,0,1191,1726,158,0,0,0,0,42.14077312,45.8846278,49.4009554
658,0,0,1191,1726,359,0,0,0,0,43.8851474,48.49314533,
658,0,0,1192,1726,275,0,0,0,0,46.00873348,48.62597012,
658,0,0,1200,1745,285,4,0,10,132,31.2332628,39.9206604,
658,0,0,1200,1745,329,4,0,0,0,28.25961954,37.93025205,40.65883366
658,0,0,1253,1785,269,0,0,0,0,46.03401427,53.12297668,
658,0,0,1280,1600,310,2,0,0,0,31.6469484,41.14720192,45.2640994
658,0,0,1281,1680,263,0,0,0,0,47.92432763,49.01887078,
658,0,0,1350,1732,263,0,0,0,0,48.56781121,54.58202238,55.675187
658,0,0,1430,1650,258,6.6,0,66,0,29.5785204,37.4730206,
658,0,0,1440,1722,263,0,0,0,0,46.97629813,51.8485952,
658,0,0,1446,1500,303,16,0,32.9,0,55.9509774,70.71725507,
658,0,0,1472,1500,300,2,0,60,0,45.64714162,49.79261785,
658,0,0,1472,1530,304,10,0,50,0,38.610656,45.6433112,
658,0,0,1475,1525,267,2,0,66,0,33.41496186,37.26905062,
658,0,0,1512,1417,277,0,0,0,0,40.18445991,47.87968848,
658,0,0,1531,1693,266,0,0,0,0,42.73142423,51.2280668,
658,100,0,1200,1800,308,0,0,76,0,30.92874423,39.4035534,
658,100,0,1200,1800,308,0,76,0,0,29.819837,42.38208972,
658,100,0,1200,1800,309,0,0,76,0,31.21784535,40.65284561,
658,150,0,1224,1600,308,18,0,98,0,23.4594209,31.56679682,
659,100,0,1100,1800,292,8,23,0,0,32.97610491,44.75082282,
660,0,0,956,2100,262,3.5,64,26.4,0,42.34531767,48.09478142,
660,0,0,1129,2000,246,0,28,0,0,43.25312773,53.31947733,
660,0,0,1219,1760,262,8.3,0,26.4,158,28.1995684,37.76030227,
660,0,0,1660,1600,250,0,0,38,0,50.25513956,55.80159093,62.96065007
675,0,0,1022,2110,225,6.8,0,27,162,34.6634059,39.48399227,
675,0,0,1348,1744,270,15,0,60,0,37.63926092,43.87825264,
679,120,0,1185,1700,284,8,56,89,0,36.21718931,46.61010977,54.9167634
680,0,0,1438,1700,298,0,0,30,0,35.3673609,40.9548744,45.48702997
680,120,0,900,1875,320,8,28,0,0,28.72012278,37.97778961,40.64116282
680,120,0,990,1850,280,12,32,0,0,30.24424778,37.47195987,
680,120,0,990,1850,304,12,32,0,0,31.1298414,43.1784345,
680,120,0,1020,1750,304,7.5,0,100,0,35.23360255,42.97917594,
680,120,0,1220,1630,284,20,0,96,0,27.9899677,36.54636486,
680,204,0,1454,1540,235,5,15,55,0,60.80193354,76.83826978,83.2887008
688,172,0,1095,1750,271,3.4,0,43,0,47.75479248,52.24217108,62.55637356
700,0,0,1117,1950,260,0,0,56,0,37.0526557,46.60647087,
700,0,0,1250,1610,306,5.6,0,84,0,31.9227388,40.2653984,
700,50,0,1000,2000,240,3,0,30,256,38.5761822,45.90656567,
705,0,0,1018,1950,282,5.3,0,56,0,31.371158,37.2344619,
705,0,0,1050,1950,255,7,0,80,175,33.10633927,38.75314771,
705,0,0,1100,1870,234,13,21,95,384,43.954095,52.8310985,
705,0,0,1170,1760,254,9.9,0,85,226,35.41518098,41.34971432,
705,0,0,1170,1760,266,8.8,21,0,169,30.94981156,41.16956489,
705,0,0,1265,1650,283,7,21,0,0,27.79507581,34.77854839,
705,0,0,1340,1590,255,8,0,130,320,34.01185108,38.22110206,
708,0,0,1254,1650,283,3.5,0,71,160,30.20292711,39.17464737,
715,0,0,1016,1760,321,6,21.5,42.9,0,32.22287632,39.43565713,
716,0,0,1000,2000,272,15,0,0,0,26.8206164,38.0590752,
720,0,0,1215,1804,250,4,0,25,0,30.34843527,40.21943333,
725,0,0,930,2000,269,5,44,72,0,38.23029507,44.12301662,
725,0,0,1155,1540,258,0,0,78,0,36.9559136,39.66785253,
725,0,0,1357,1547,290,3.1,55,0,0,42.32951718,48.87573692,
740,0,0,942,2118,255,7.4,0,103.6,89,37.0420981,47.37951504,
740,0,0,1389,1430,281,18,0,88,0,41.8167194,50.2628004,
740,140,0,950,1820,309,7,21,0,0,30.73224357,37.76489877,
750,0,0,1553,1500,292,0,0,35.3,0,29.25197691,39.65061563,43.32946258
750,0,210,1070,1750,336,24,0,75,0,34.89610405,38.27884568,42.79347707
752,0,0,1130,1925,265,4.4,0,45.1,256,30.3714178,35.4390664,
752,0,0,1289,1700,310,6.6,0,96,180,34.04977226,41.22032266,
752,0,0,1800,950,292,7.5,0,30,0,33.79581527,45.48243347,
760,0,0,1090,1750,289,7.6,30.4,0,0,30.1473381,36.96740487,
800,0,0,964,1911,204,6,0,64,480,60.71169797,68.26296243,
800,0,0,964,1911,258,0,40,64,0,47.31643963,56.62406422,
800,0,0,964,1911,258,10,0,64,500,53.86438529,60.37429746,
800,0,0,964,1911,258,40,0,64,0,43.19184098,52.16268982,
800,0,0,964,1911,259,10,8,64,512,50.36208494,60.93057833,
800,0,0,964,1911,288,8,8,64,192,44.63495255,55.92859967,
800,0,0,964,1911,300,0,0,64,500,59.87158865,67.89040347,
800,0,0,1000,1930,256,29,0,54,192,46.75413364,53.46120296,
800,0,0,1018,1911,206,24,0,52,288,54.24797168,66.00353748,
800,0,0,1034,1901,275,14.4,50,0,0,46.95906123,54.19025999,
800,0,0,1034,1910,265,13,0,72,336,48.83650438,56.08801076,
800,0,0,1034,1910,265,13,72,32,336,46.89585927,54.48392569,
800,0,0,1044,1725,288,6,0,64,240,51.59578733,59.23747967,
800,0,0,1080,1760,259,10,24,64,128,41.04680453,48.36555265,
800,0,0,1112,1760,259,8,32,0,64,38.0073645,45.65419766,
800,0,0,1120,1720,250,4,0,64,384,51.54990932,60.09189597,
800,0,0,1235,1600,228,18,0,55,512,69.2751011,77.93377053,
800,0,0,1285,1740,234,5.1,0,64,240,63.087054,69.86690133,
800,0,0,1298,1675,259,4,0,36,320,41.68435053,47.57941552,
800,0,0,1298,1675,259,4,0,64,320,44.6780448,50.1249052,
800,0,0,1328,1516,224,25,0,60,0,54.5030778,63.80717338,
825,0,0,1020,1775,304,8.8,0,103,0,42.52917793,47.7806868,
