PC,PC_TYPE,FA,SS,SF,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,FIBER,LATEX,SLUMP,VOID,Category,TOTAL_BINDER,w/b,b/a,SCM%,CAGG%,FAGG%,GWP,7day,28day,56day
385,6,165,0,0,1300,1860,220,6,0,33,0,0,0,5,5,4,550,0.4,0.174050633,0.3,0.588607595,0.411392405,465.8068,30.2679964,42.1269836,48.5391104
385,11,100,0,0,1490,1650,271,0.7,14.6,17,0,0,0,9,5.5,6,485,0.558762887,0.154458599,0.206185567,0.525477707,0.474522293,444.76352,18.01830613,,30.5782606
385,11,165,0,0,1300,1860,220,6,8,33,0,0,0,7,6,4,550,0.4,0.174050633,0.3,0.588607595,0.411392405,465.8068,32.51091021,44.16086153,51.10428145
385,11,255,0,0,1285,1700,281,2.5,0,20,0,0,0,4,6,5,640,0.4390625,0.21440536,0.3984375,0.569514238,0.430485762,494.966805,21.64424274,,35.57290586
387,8,0,258,0,1150,1815,291,8,0,60,0,0,0,7,6,6,645,0.451162791,0.217537943,0.4,0.612141653,0.387858347,481.272675,47.06822827,57.40577176,
387,8,0,258,0,1150,1815,291,8,20,0,0,0,0,3,6,6,645,0.451162791,0.217537943,0.4,0.612141653,0.387858347,481.272675,36.97694846,46.61828853,
388,6,0,387,0,1072,1750,264,5,0,50,256,0,0,9,6,4,775,0.340645161,0.274627923,0.499354839,0.620127569,0.379872431,515.973506,,58.4156413,
388,11,129,0,0,1395,1700,246,1.6,0,28.4,0,1,0,8,5.5,6,517,0.47582205,0.167043619,0.249516441,0.549273021,0.450726979,457.175835,19.79124442,,33.58207771
388,11,160,447,0,1234,1606,244,0,0,80,0,0,0,25,2,5,995,0.245226131,0.350352113,0.610050251,0.565492958,0.434507042,584.596572,64.65216452,79.86430333,88.37550151
390,1,0,260,0,1068,2000,260,6.5,52,0,0,0,0,4,5.5,1,650,0.4,0.211864407,0.4,0.651890482,0.348109518,485.005964,33.14710302,42.24189627,
390,1,0,260,0,1081,2000,260,6.5,52,0,0,0,0,4,5.5,1,650,0.4,0.210970464,0.4,0.64913989,0.35086011,485.052413,32.46282833,39.59660668,
390,1,0,270,0,1186,1750,244,7,19.8,56,0,0,0,4,6,5,660,0.36969697,0.22479564,0.409090909,0.596049046,0.403950954,487.588828,44.26263551,55.90891936,
390,2,0,260,0,1420,1600,240,7,0,43,0,0,0,8,6,4,650,0.369230769,0.215231788,0.4,0.529801325,0.470198675,485.49766,51.83480568,,69.69453233
390,6,0,260,0,1275,1730,260,3,0,44,0,0,0,8,6,5,650,0.4,0.216306156,0.4,0.575707155,0.424292845,485.228525,38.3348656,,60.7428356
390,6,0,260,0,1285,1650,259,2.5,0,44,0,0,0,7,6,4,650,0.398461538,0.221465077,0.4,0.562180579,0.437819421,485.111055,49.68394928,69.54240168,
390,6,0,260,0,1300,1725,260,3,0,44,0,0,0,6,6,4,650,0.4,0.214876033,0.4,0.570247934,0.429752066,485.308275,39.40620523,53.10961052,
390,6,0,260,0,1300,1725,260,3,0,44,0,0,0,8,6,5,650,0.4,0.214876033,0.4,0.570247934,0.429752066,485.308275,33.89737322,40.679084,53.17897048
390,6,0,260,0,1305,2836,260,5,0,22,78,0,0,5,5,5,650,0.4,0.156966916,0.4,0.68485873,0.31514127,487.453705,43.5748832,62.62740333,
390,6,0,260,0,1325,1700,260,3,0,40,0,0,0,7,6,5,650,0.4,0.214876033,0.4,0.561983471,0.438016529,485.349725,36.03312385,49.814641,
390,6,0,260,0,1360,1705,259,0,0,48,0,0,0,9,5,6,650,0.398461538,0.212071778,0.4,0.556280587,0.443719413,485.484355,43.31734364,59.42823469,63.81592863
390,6,0,260,0,1360,1725,260,4,0,45,0,0,0,9,6,4,650,0.4,0.210696921,0.4,0.559157212,0.440842788,485.522655,40.40001038,58.31767871,
390,6,0,260,0,1360,1805,260,3,0,58,0,0,0,7,3.5,6,650,0.4,0.205371248,0.4,0.570300158,0.429699842,485.675855,43.03287846,59.71755925,
390,6,0,260,0,1360,1805,293,0,0,50,0,0,0,7,6,6,650,0.450769231,0.205371248,0.4,0.570300158,0.429699842,485.675855,39.2656582,63.61565227,
390,6,0,260,0,1445,1537,258,0,0,45,0,0,0,8.5,3.8,6,650,0.396923077,0.217974514,0.4,0.515425889,0.484574111,485.46634,36.8524922,57.6057198,
390,6,0,260,0,1445,1537,259,0,45,74,0,0,0,7,0,6,650,0.398461538,0.217974514,0.4,0.515425889,0.484574111,485.46634,35.97125569,52.60127317,
390,6,0,260,0,1445,1537,289,0,45,74,0,0,0,7,3,6,650,0.444615385,0.217974514,0.4,0.515425889,0.484574111,485.46634,38.71900223,51.01704536,
390,6,0,260,0,1445,1537,289,0,45,74,0,0,0,7,3.8,6,650,0.444615385,0.217974514,0.4,0.515425889,0.484574111,485.46634,40.2998722,64.31219982,
390,6,0,260,0,1445,1537,289,0,45,74,0,0,0,8.5,3.8,6,650,0.444615385,0.217974514,0.4,0.515425889,0.484574111,485.46634,42.10285194,61.67132995,
390,6,0,260,0,1445,1600,259,0,45,45,0,0,0,8.5,3.8,6,650,0.398461538,0.213464696,0.4,0.52545156,0.47454844,485.586985,37.60599097,52.4174129,
390,6,0,260,0,1445,1600,289,0,45,74,0,0,0,7,3,6,650,0.444615385,0.213464696,0.4,0.52545156,0.47454844,485.586985,38.6451298,54.68647842,55.9854512
390,6,0,260,0,1445,1600,289,0,45,74,0,0,0,7,3.8,6,650,0.444615385,0.213464696,0.4,0.52545156,0.47454844,485.586985,33.2327432,55.4338704,
390,6,0,260,0,1445,1600,289,0,45,74,0,0,0,7,7.5,6,650,0.444615385,0.213464696,0.4,0.52545156,0.47454844,485.586985,41.1789541,54.72141187,
390,6,0,260,0,1445,1600,289,0,45,74,0,0,0,8.5,3.8,6,650,0.444615385,0.213464696,0.4,0.52545156,0.47454844,485.586985,36.11934939,49.57370744,
390,6,0,260,0,1495,1600,280,15,0,76,0,0,0,0,5.5,6,650,0.430769231,0.210016155,0.4,0.516962843,0.483037157,485.765635,35.19959661,49.52293962,
390,11,0,260,0,1235,1830,225,10,0,51,0,0,0,6,6,4,650,0.346153846,0.212071778,0.4,0.597063622,0.402936378,485.277105,44.77325815,59.26082508,60.7083618
390,11,0,260,0,1235,1830,246,8,0,51,0,0,0,6.5,6,4,650,0.378461538,0.212071778,0.4,0.597063622,0.402936378,485.277105,43.49635954,56.8983685,
390,11,0,260,0,1250,1750,270,2.5,0,38,0,0,0,8,6,5,650,0.415384615,0.216666667,0.4,0.583333333,0.416666667,485.1775,31.35548809,,43.39430615
390,11,0,260,0,1280,1805,240,3,0,34,0,0,0,5,6,6,650,0.369230769,0.210696921,0.4,0.585089141,0.414910859,485.390015,32.9914266,53.73316293,
390,11,0,260,0,1295,1550,300,1.6,0,32.5,0,0,0,6,7.5,6,650,0.461538462,0.228471002,0.4,0.544815466,0.455184534,484.955285,35.6286723,54.640973,
390,11,0,260,0,1300,1725,260,4,0,45,0,0,0,8,6,4,650,0.4,0.214876033,0.4,0.570247934,0.429752066,485.308275,27.4756186,37.92118,
390,11,0,260,0,1305,1725,260,3,0,33,0,0,0,5,6,6,650,0.4,0.214521452,0.4,0.569306931,0.430693069,485.32614,33.20257863,42.71814543,
390,11,0,260,0,1420,1600,242,14,0,43,0,0,0,7,6.5,4,650,0.372307692,0.215231788,0.4,0.529801325,0.470198675,485.49766,,56.85878747,
390,11,0,260,0,1445,1537,289,0,45,74,0,0,0,7,3.8,6,650,0.444615385,0.217974514,0.4,0.515425889,0.484574111,485.46634,42.58376145,63.18472977,
390,11,0,260,0,1445,1537,289,0,45,74,0,0,0,8.5,3.8,6,650,0.444615385,0.217974514,0.4,0.515425889,0.484574111,485.46634,39.11581573,60.72277148,
390,11,0,260,0,1445,1600,258,0,0,40,0,0,0,4,0,6,650,0.396923077,0.213464696,0.4,0.52545156,0.47454844,485.586985,36.7490708,56.3991368,
390,11,0,260,0,1445,1600,259,0,0,38,0,0,0,4.75,4.3,6,650,0.398461538,0.213464696,0.4,0.52545156,0.47454844,485.586985,42.5406692,59.38686613,
390,11,0,260,0,1445,1600,289,0,45,74,0,0,0,7,0,5,650,0.444615385,0.213464696,0.4,0.52545156,0.47454844,485.586985,33.4740598,51.75666507,
390,11,0,260,0,1445,1600,289,0,45,74,0,0,0,7,0,6,650,0.444615385,0.213464696,0.4,0.52545156,0.47454844,485.586985,39.21148509,58.59561034,
390,11,0,260,0,1445,1600,289,0,45,74,0,0,0,7,3,6,650,0.444615385,0.213464696,0.4,0.52545156,0.47454844,485.586985,37.58440003,55.25354047,
390,11,0,260,0,1445,1600,289,0,45,74,0,0,0,7,3.8,6,650,0.444615385,0.213464696,0.4,0.52545156,0.47454844,485.586985,36.91240067,52.79202963,
390,11,0,260,0,1445,1600,289,0,45,74,0,0,0,8.5,3.8,6,650,0.444615385,0.213464696,0.4,0.52545156,0.47454844,485.586985,37.70671466,51.81386604,
394,1,0,264,0,1134,1870,265,7.4,0,14.6,0,0,0,3,6,5,658,0.402735562,0.219041278,0.401215805,0.622503329,0.377496671,490.240832,33.04888293,42.81186309,
394,1,0,264,0,1160,1870,265,7,19.7,0,0,0,0,3,6,5,658,0.402735562,0.217161716,0.401215805,0.617161716,0.382838284,490.33373,,43.27611027,
394,2,0,263,0,945,2050,263,3,20,0,0,0,0,4,6,6,657,0.400304414,0.219365609,0.400304414,0.684474124,0.315525876,489.646235,23.7352113,40.21943333,
394,2,0,264,0,1160,1870,265,7,19.7,0,0,0,0,3,6,5,658,0.402735562,0.217161716,0.401215805,0.617161716,0.382838284,490.33373,28.3374636,38.8864464,
394,11,0,263,0,1225,1800,263,5.3,19.7,0,0,0,0,3,6,6,657,0.400304414,0.217190083,0.400304414,0.595041322,0.404958678,490.167925,33.53438895,44.8676507,
394,11,0,263,0,1375,710,315,6.5,24.4,65,0,0,0,5,6,6,657,0.479452055,0.315107914,0.400304414,0.340527578,0.659472422,488.616525,31.715896,38.5417084,
394,11,0,264,0,1075,1825,257,4.9,19.7,0,0,0,0,4,6,6,658,0.390577508,0.226896552,0.401215805,0.629310345,0.370689655,489.94385,23.29617732,,
394,11,0,264,0,1254,1750,276,2.8,33.1,0,0,0,0,5,6,6,658,0.419452888,0.219041278,0.401215805,0.582556591,0.417443409,490.439792,25.14591548,43.27611027,
395,1,0,170,0,1315,1800,254,6.2,0,12,0,0,0,3,6,6,565,0.449557522,0.181380417,0.300884956,0.577849117,0.422150883,466.985495,,36.886966,
395,1,0,170,0,1340,1800,254,1,3,0,0,0,0,3,5.5,6,565,0.449557522,0.179936306,0.300884956,0.573248408,0.426751592,467.07482,29.79455621,40.85260213,
395,1,0,170,0,1340,1800,254,5,17.1,0,0,0,0,3,5.5,6,565,0.449557522,0.179936306,0.300884956,0.573248408,0.426751592,467.07482,22.37940599,31.34259399,32.5432672
395,1,0,170,0,1340,1800,254,5.7,17.1,0,0,0,0,3,5.5,1,565,0.449557522,0.179936306,0.300884956,0.573248408,0.426751592,467.07482,26.45634325,35.50715216,
395,1,0,263,0,1200,1850,240,6.5,23.1,0,384,0,0,4,5.5,1,658,0.364741641,0.215737705,0.399696049,0.606557377,0.393442623,491.22235,31.20568376,43.69760993,
395,1,0,263,0,1210,1750,263,7.4,0,66,0,0,0,7,7,5,658,0.399696049,0.222297297,0.399696049,0.591216216,0.408783784,491.06658,32.233003,44.49745893,
395,1,0,263,0,1210,1750,263,7.5,0,66,0,0,0,7,7.5,5,658,0.399696049,0.222297297,0.399696049,0.591216216,0.408783784,491.06658,,40.22862635,
395,1,0,264,0,1216,1870,254,7.9,19.7,0,0,0,0,3,6,5,659,0.385432473,0.213545042,0.40060698,0.605962411,0.394037589,491.581818,29.4061514,32.4398458,
395,2,0,130,0,1300,1870,259,6,16,0,0,0,0,3,6,6,525,0.493333333,0.165615142,0.247619048,0.589905363,0.410094637,456.50595,31.15569675,36.79680375,
395,2,0,170,0,1340,1800,254,5,17,0,0,0,0,3,6,6,565,0.449557522,0.179936306,0.300884956,0.573248408,0.426751592,467.07482,27.234302,39.13465776,41.0582958
395,2,125,175,0,1125,1800,287,9,0,32,0,0,0,0,6,6,695,0.41294964,0.237606838,0.431654676,0.615384615,0.384615385,508.626625,29.3372038,,52.0209642
395,6,0,169,0,1384,1785,257,2.3,0,31,0,0,0,8.5,5.7,6,564,0.455673759,0.177974124,0.29964539,0.56326917,0.43673083,466.939307,27.83414612,41.08817309,
395,6,0,170,0,1310,1800,254,4.5,12.9,0,0,0,0,5,6,6,565,0.449557522,0.181672026,0.300884956,0.578778135,0.421221865,466.96763,25.4244275,36.5767018,
395,6,0,170,0,1315,1800,252,5.6,11.3,0,0,0,0,4,6,6,565,0.446017699,0.181380417,0.300884956,0.577849117,0.422150883,466.985495,28.8890444,42.4717216,
395,6,0,170,0,1315,1800,254,4.5,12.9,0,0,0,0,3,6,6,565,0.449557522,0.181380417,0.300884956,0.577849117,0.422150883,466.985495,27.6824614,42.36542738,
395,6,0,170,0,1315,1800,254,4.5,12.9,0,0,0,0,4,6,6,565,0.449557522,0.181380417,0.300884956,0.577849117,0.422150883,466.985495,22.7009973,29.48659027,
395,6,0,170,0,1315,1800,254,4.5,13,0,0,0,0,3.5,6,6,565,0.449557522,0.181380417,0.300884956,0.577849117,0.422150883,466.985495,28.6649647,44.4022544,
395,6,0,170,0,1315,1800,254,5.6,13,0,0,0,0,6,7.2,6,565,0.449557522,0.181380417,0.300884956,0.577849117,0.422150883,466.985495,24.74356995,31.31753209,
395,6,0,170,0,1330,1800,255,5.6,13,0,0,0,0,3,6,6,565,0.451327434,0.180511182,0.300884956,0.575079872,0.424920128,467.03909,23.5456054,38.46126953,
395,6,0,170,0,1330,1800,255,6,0,12.9,0,0,0,3,5.6,6,565,0.451327434,0.180511182,0.300884956,0.575079872,0.424920128,467.03909,29.54021618,42.12442999,
395,6,0,263,0,1200,1800,264,4.6,26.3,0,0,0,0,7,6,6,658,0.401215805,0.219333333,0.399696049,0.6,0.4,491.1266,23.442184,38.6451298,
395,6,0,263,0,1220,1800,246,4.6,26.3,0,0,0,0,6,6,6,658,0.373860182,0.217880795,0.399696049,0.59602649,0.40397351,491.19806,26.01622773,39.6276331,42.5061954
395,6,0,263,0,1225,1800,264,1.6,26.3,0,47,0,0,7,6,6,658,0.401215805,0.217520661,0.399696049,0.595041322,0.404958678,491.215925,39.0071047,57.58273727,
395,11,0,169,0,1384,1785,250,2.3,0,31,0,0,0,7,6.5,6,564,0.443262411,0.177974124,0.29964539,0.56326917,0.43673083,466.939307,32.405372,46.68518604,
395,11,0,170,0,1270,1800,254,5.6,11.3,0,0,0,0,3,6,6,565,0.449557522,0.184039088,0.300884956,0.586319218,0.413680782,466.82471,24.87859233,31.2504997,
395,11,0,170,0,1305,1775,250,5.6,11.3,0,0,0,0,3,6,6,565,0.442477876,0.183441558,0.300884956,0.576298701,0.423701299,466.90189,20.68858923,30.80808593,
395,11,0,170,0,1315,1800,250,5.6,0,56.5,0,0,0,7,6,6,565,0.442477876,0.181380417,0.300884956,0.577849117,0.422150883,466.985495,27.11019632,32.3364244,
395,11,0,170,0,1315,1800,254,5.6,0,11.2,0,0,0,3,6,6,565,0.449557522,0.181380417,0.300884956,0.577849117,0.422150883,466.985495,29.95459822,37.13402823,
395,11,0,170,0,1315,1800,254,5.6,11.3,0,0,0,0,3,6,6,565,0.449557522,0.181380417,0.300884956,0.577849117,0.422150883,466.985495,34.77257293,35.82976947,
395,11,0,170,0,1315,1800,254,5.6,11.3,0,0,0,0,4,6,6,565,0.449557522,0.181380417,0.300884956,0.577849117,0.422150883,466.985495,22.0977058,35.46664544,
395,11,0,170,0,1315,1800,254,5.6,13,0,0,0,0,3,6,6,565,0.449557522,0.181380417,0.300884956,0.577849117,0.422150883,466.985495,30.76137949,38.26240027,
395,11,0,170,0,1330,1800,254,4.5,0,22.6,0,0,0,3,6,6,565,0.449557522,0.180511182,0.300884956,0.575079872,0.424920128,467.03909,29.08439593,38.03609267,
395,11,0,170,0,1330,1800,254,5.6,0,11.3,0,0,0,3,6,6,565,0.449557522,0.180511182,0.300884956,0.575079872,0.424920128,467.03909,29.4061514,43.48295307,
395,11,0,170,0,1330,1800,254,5.6,11.3,0,0,0,0,3,6,6,565,0.449557522,0.180511182,0.300884956,0.575079872,0.424920128,467.03909,27.406671,37.576442,
395,11,0,170,0,1330,1800,255,5.6,0,22.6,0,0,0,7,6,6,565,0.451327434,0.180511182,0.300884956,0.575079872,0.424920128,467.03909,32.58463576,39.28864073,
395,11,0,170,0,1330,1800,255,5.6,13,0,0,0,0,3,6,4,565,0.451327434,0.180511182,0.300884956,0.575079872,0.424920128,467.03909,27.4928555,39.69083507,
395,11,0,263,0,1225,1800,264,5.3,39.5,0,0,0,0,9,6,6,658,0.401215805,0.217520661,0.399696049,0.595041322,0.404958678,491.215925,29.9577322,41.540929,42.747512
395,11,0,263,0,1240,1720,263,6.6,13.1,0,0,0,0,3,6,6,658,0.399696049,0.222297297,0.399696049,0.581081081,0.418918919,491.11632,24.13166,33.094848,
395,11,141,0,25,1346,1850,200,17,0,63,0,0,0,8,8,4,536,0.373134328,0.167709637,0.263059701,0.578848561,0.421151439,468.560008,,50.8143812,
395,11,170,0,0,1315,1800,254,4.5,12.9,0,0,0,0,3,6,6,565,0.449557522,0.181380417,0.300884956,0.577849117,0.422150883,477.865495,28.8890444,42.62110807,
396,1,0,264,0,1070,1980,264,13.2,0,91.5,0,0,0,7,6,6,660,0.4,0.216393443,0.4,0.649180328,0.350819672,492.31881,21.14105785,37.21638231,
396,1,0,264,0,1160,1860,224,11.9,0,100,0,0,0,5,5.5,1,660,0.339393939,0.218543046,0.4,0.61589404,0.38410596,492.41058,32.56896585,46.49092186,
396,1,0,264,0,1203,1750,266,8.3,19.8,0,0,0,0,3,6,5,660,0.403030303,0.223501524,0.4,0.592617677,0.407382323,492.353569,,31.3022104,
396,1,0,264,0,1302,1500,292,6.3,19.8,0,0,0,0,5,7,6,660,0.442424242,0.235546039,0.4,0.535331906,0.464668094,492.228546,22.93197176,29.91291626,
396,1,0,264,0,1337,1500,292,6.3,0,6.6,0,0,0,5,7,6,660,0.442424242,0.232640113,0.4,0.528727529,0.471272471,492.353601,21.2703346,38.76234072,
396,2,0,215,0,1190,1780,275,4.3,0,18.3,0,0,0,5,6,6,611,0.450081833,0.205723906,0.35188216,0.599326599,0.400673401,479.42857,23.2353412,36.28942013,
396,2,0,264,0,1203,1750,266,8.3,19.8,0,0,0,0,3,6,5,660,0.403030303,0.223501524,0.4,0.592617677,0.407382323,492.353569,,35.18625853,
396,2,0,264,0,1337,1500,292,5,0,6.6,0,0,0,5,7,6,660,0.442424242,0.232640113,0.4,0.528727529,0.471272471,492.353601,27.6479876,39.3510219,
396,6,0,264,0,1161,1900,250,2.5,0,50,0,0,0,8,6,4,660,0.378787879,0.215615812,0.4,0.620712186,0.379287814,492.490753,51.021224,61.54722427,
396,6,0,264,0,1203,1750,267,6,0,12,0,0,0,6,6,5,660,0.404545455,0.223501524,0.4,0.592617677,0.407382323,492.353569,26.0966666,33.3706384,
396,6,0,264,0,1203,1750,267,6,0,26.4,0,0,0,6,6,5,660,0.404545455,0.223501524,0.4,0.592617677,0.407382323,492.353569,26.9240378,36.70310573,
396,6,0,264,0,1203,1750,267,6,0,26.4,0,0,0,8,6,5,660,0.404545455,0.223501524,0.4,0.592617677,0.407382323,492.353569,32.73807153,,52.14846254
396,6,0,264,0,1206,1750,258,5,0,26,0,0,0,6.5,6,4,660,0.390909091,0.223274696,0.4,0.592016238,0.407983762,492.364288,34.7151166,42.8164596,
396,6,0,264,0,1206,1750,262,7,0,13.2,0,0,0,3,6,5,660,0.396969697,0.223274696,0.4,0.592016238,0.407983762,492.364288,28.65462256,,49.95943096
396,6,0,264,0,1206,1750,267,3,0,12,0,0,0,4,6,5,660,0.404545455,0.223274696,0.4,0.592016238,0.407983762,492.364288,30.41777672,47.24555519,
396,6,0,264,0,1217,1800,272,3.3,0,16.5,0,0,0,4.75,5.5,6,660,0.412121212,0.218760358,0.4,0.596619158,0.403380842,492.499341,34.7668273,47.4704226,
396,6,0,264,0,1230,1700,264,0,26.4,44.2,0,0,0,8.5,5.2,1,660,0.4,0.225255973,0.4,0.580204778,0.419795222,492.35429,38.9898678,50.86034627,
396,6,0,264,0,1300,1700,225,2.3,39.6,0,0,0,0,8,6,6,660,0.340909091,0.22,0.4,0.566666667,0.433333333,492.6044,24.86203712,41.05558438,
396,6,0,264,0,1311,1800,246,2.7,0,24.7,0,0,0,5.25,6,4,660,0.372727273,0.212150434,0.4,0.578592093,0.421407907,492.835203,35.51950527,47.03375447,
396,6,0,264,0,1400,1700,260,0,0,46.2,0,0,0,8,2,6,660,0.393939394,0.212903226,0.4,0.548387097,0.451612903,492.9617,40.29267767,,60.61972916
396,11,0,215,0,1190,1780,275,4.3,18.3,0,0,0,0,4,6,6,611,0.450081833,0.205723906,0.35188216,0.599326599,0.400673401,479.42857,27.4411448,36.86398347,
396,11,0,264,0,1026,1880,275,3,0,19.8,0,0,0,3.5,6,6,660,0.416666667,0.227116311,0.4,0.646937371,0.353062629,491.970098,29.0958872,39.13925427,
396,11,0,264,0,1203,1750,267,6,0,26.4,0,0,0,8,6,5,660,0.404545455,0.223501524,0.4,0.592617677,0.407382323,492.353569,31.98743038,44.56663794,53.07433031
396,11,0,264,0,1206,1750,267,7,0,26.4,0,0,0,6.5,6,6,660,0.404545455,0.223274696,0.4,0.592016238,0.407983762,492.364288,34.02181018,45.96506667,
396,11,0,264,0,1217,1800,272,3.3,0,16.5,0,0,0,4.75,5.5,6,660,0.412121212,0.218760358,0.4,0.596619158,0.403380842,492.499341,33.75674496,48.04077247,
396,11,0,264,0,1250,1750,268,1.8,0,18.2,0,0,0,5,6,6,660,0.406060606,0.22,0.4,0.583333333,0.416666667,492.5215,33.90392698,51.01164794,
396,11,0,264,0,1250,1750,275,2.8,0,0,0,0,0,5,6,5,660,0.416666667,0.22,0.4,0.583333333,0.416666667,492.5215,28.25630019,43.1564243,
396,11,0,264,0,1250,1750,275,2.8,33.1,0,0,0,0,5,6,5,660,0.416666667,0.22,0.4,0.583333333,0.416666667,492.5215,30.23108506,44.68067138,
396,11,0,264,0,1252,1700,262,6.6,0,26.4,0,0,0,8,6,5,660,0.396969697,0.223577236,0.4,0.575880759,0.424119241,492.432896,33.84894636,39.90300309,50.45085055
396,11,0,264,0,1275,1750,262,2.8,0,0,0,0,0,5,6,6,660,0.396969697,0.218181818,0.4,0.578512397,0.421487603,492.610825,31.34817547,47.75770427,
396,11,0,264,0,1275,1750,262,3,23.6,0,0,0,0,6,6.5,6,660,0.396969697,0.218181818,0.4,0.578512397,0.421487603,492.610825,28.85227235,43.77187634,
396,11,0,264,0,1290,1750,263,0.9,0,33,0,0,0,8,5.9,5,660,0.398484848,0.217105263,0.4,0.575657895,0.424342105,492.66442,57.5367722,67.31584013,
396,11,0,264,0,1300,1700,267,2,0,33,0,0,0,8.25,6,6,660,0.404545455,0.22,0.4,0.566666667,0.433333333,492.6044,39.54637343,55.31895773,
396,11,0,264,0,1300,1700,271,3.5,0,30.5,0,0,0,7,6,6,660,0.410606061,0.22,0.4,0.566666667,0.433333333,492.6044,21.029018,39.3690796,
396,11,0,264,0,1302,1500,292,6.3,0,6.6,0,0,0,5,7,6,660,0.442424242,0.235546039,0.4,0.535331906,0.464668094,492.228546,27.15332866,42.61925464,
396,11,0,264,0,1311,1800,246,2.7,0,24.7,0,0,0,5.25,6,4,660,0.372727273,0.212150434,0.4,0.578592093,0.421407907,492.835203,37.41556427,49.97424193,
396,11,0,264,0,1327,1500,259,2,0,26.4,0,0,0,7,6,6,660,0.392424242,0.233463035,0.4,0.530597807,0.469402193,492.317871,35.54548552,52.39418056,
396,11,0,264,0,1337,1500,292,1,0,14,0,0,0,6,7,6,660,0.442424242,0.232640113,0.4,0.528727529,0.471272471,492.353601,35.62005385,51.6072786,
396,11,0,264,0,1400,1700,260,0,0,46.2,0,0,0,8,0,5,660,0.393939394,0.212903226,0.4,0.548387097,0.451612903,492.9617,36.32092845,59.27902502,59.80403394
396,11,0,264,0,1515,1450,257,5,19.8,0,0,0,0,5.5,6,5,660,0.389393939,0.222596965,0.4,0.489038786,0.510961214,492.893845,15.77683318,,32.79607507
399,11,181,80,0,1314,1800,255,0,8.2,36.3,0,0,0,26,2,6,660,0.386363636,0.21194605,0.395454545,0.578034682,0.421965318,506.781922,45.03777141,61.81302226,69.5336546
400,1,0,0,0,2129,0,320,3,0,0,0,0,0,11,20,6,400,0.8,0.187881635,0,0,1,426.806917,,7.8945002,
400,1,0,260,0,1195,1850,264,11,26.4,0,0,0,0,3,5.5,4,660,0.4,0.216748768,0.393939394,0.607553366,0.392446634,495.652485,31.89401063,39.26374299,
400,1,0,260,0,1210,1858,260,4.6,19.8,66,0,0,0,7,6,6,660,0.393939394,0.215123859,0.393939394,0.605606258,0.394393742,495.7214,27.4756186,34.17502707,
400,2,0,140,0,1215,1975,208,1.8,0,0,0,0,0,6,6,6,540,0.385185185,0.169278997,0.259259259,0.619122257,0.380877743,464.28332,22.1494165,35.28967993,
400,2,0,150,0,1600,1650,247,5.5,0,27,0,0,0,8,6,6,550,0.449090909,0.169230769,0.272727273,0.507692308,0.492307692,467.67655,15.03684476,21.10371123,28.93117904
400,2,0,210,0,1050,2100,240,4.5,0,36,0,0,0,4,5.5,1,610,0.393442623,0.193650794,0.344262295,0.666666667,0.333333333,482.41315,,40.0240818,
400,2,0,260,0,885,2150,225,7,20,26,384,0,0,6,6,4,660,0.340909091,0.217462932,0.393939394,0.708401977,0.291598023,495.119355,44.96245365,58.26761676,
400,2,0,260,0,1250,1750,297,6,26,0,0,0,0,4,6,6,660,0.45,0.22,0.393939394,0.583333333,0.416666667,495.6575,21.07498307,39.79493242,
400,2,0,260,0,1400,1560,292,2,0,50,0,0,0,5,5,6,660,0.442424242,0.222972973,0.393939394,0.527027027,0.472972973,495.8296,,37.2661778,
400,2,100,0,0,1427,1750,250,6.3,0,10,0,0,0,3,5,6,500,0.5,0.157381177,0.2,0.55083412,0.44916588,460.449921,16.17970347,23.83288707,
400,2,100,0,0,1445,1700,264,3.3,35,28,0,0,0,8,5.5,6,500,0.528,0.158982512,0.2,0.540540541,0.459459459,460.418485,21.54490347,29.87983849,34.32816285
400,2,150,200,0,928,1977,254,6,0,30,0,0,0,7.5,4,5,750,0.338666667,0.258175559,0.466666667,0.680550775,0.319449225,528.301699,44.27865944,58.68518066,67.83362309
400,6,0,140,0,1215,1975,208,1.8,0,22.5,0,0,0,7,6,5,540,0.385185185,0.169278997,0.259259259,0.619122257,0.380877743,464.28332,21.7874416,,36.77971418
400,6,0,164,0,1121,1940,233,6,0,0,0,0,0,4,6,4,564,0.413120567,0.184253512,0.290780142,0.633779811,0.366220189,470.216433,27.406671,40.80165751,
400,6,0,200,0,1116,1925,250,3,0,6,0,0,0,6,6,5,600,0.416666667,0.197303519,0.333333333,0.633015455,0.366984545,479.673843,26.2345618,,49.52735933
400,6,0,260,0,1069,1850,242,8.5,0,0,0,0,0,3.5,5.5,6,660,0.366666667,0.22610483,0.393939394,0.633778691,0.366221309,495.202287,27.82528143,43.10045805,
400,6,0,400,0,1187,1760,248,5,0,55,0,0,0,8,5,4,800,0.31,0.271462504,0.5,0.597217509,0.402782491,532.411551,51.04200273,75.07988066,75.10827085
400,6,120,200,0,1150,1900,244,20,0,75,512,0,0,7.5,7,4,720,0.338888889,0.236065574,0.444444444,0.62295082,0.37704918,519.10745,,56.71169925,
400,6,164,0,0,1081,1870,272,4,0,10.4,0,0,0,3,6,5,564,0.482269504,0.191121654,0.290780142,0.633683497,0.366316503,480.435463,20.5463848,,32.15256413
