PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp
164.0,0.0,120.6,1070.68,1585.43,155.74,1.83,104.21,118.26,669.52,0.54721,0.10715,0.42376,0.5969,0.4031,0.57624,0.0,0.42376,284.6,37.63,50.18,55.11,212.36
