PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp
164.0,14.61,120.0,1099.05,1678.57,155.98,21.08,48.9,74.97,511.14,0.52234,0.10751,0.45079,0.60432,0.39568,0.54921,0.04892,0.40187,298.61,35.18,50.06,55.34,217.41
