PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp
164.0,85.12,6.11,798.1,756.23,171.72,0.15,28.32,151.8,605.57,0.67281,0.16421,0.35745,0.48653,0.51347,0.64255,0.3335,0.02395,255.23,33.44,45.04,48.6,206.28
