PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp
193.42,104.75,339.36,1225.06,1542.43,176.99,0.19,0.59,125.0,14.81,0.27762,0.23037,0.69661,0.55734,0.44266,0.30339,0.1643,0.53231,637.54,47.68,65.03,70.08,335.55
