PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp
164.0,0.0,50.26,798.11,756.02,153.0,7.17,55.05,68.44,313.42,0.71408,0.13787,0.23459,0.48646,0.51354,0.76541,0.0,0.23459,214.26,30.97,40.04,41.84,190.01
