PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp
164.0,46.42,16.59,939.32,1157.34,158.27,1.34,109.15,172.09,356.17,0.69716,0.10828,0.27759,0.55199,0.44801,0.72241,0.20449,0.0731,227.02,35.19,45.0,48.32,198.2
