PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp
164.0,63.12,219.84,1329.71,792.84,155.53,15.53,12.13,104.53,663.49,0.34797,0.21058,0.63308,0.37353,0.62647,0.36692,0.14122,0.49185,446.96,39.46,55.13,58.44,257.0
