PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp
172.81,138.89,264.36,1205.85,950.77,178.29,0.39,111.04,59.14,33.34,0.30951,0.26711,0.70002,0.44086,0.55914,0.29998,0.24111,0.45891,576.06,40.83,60.1,67.73,303.1
